1024
1024
  36  102
  68  199
 101  296
 133  393
 165  490
 198  587
 230  684
 262  781
 295  878
 327  975
  18   48
  50  145
  83  242
 115  339
 147  436
 180  533
 212  630
 244  727
 277  824
 309  921
 341 1018
  32   91
  65  188
  97  285
 129  382
 162  479
 194  576
 226  673
 259  770
 291  867
 323  964
  14   37
  47  134
  79  231
 111  328
 144  425
 176  522
 208  619
 241  716
 273  813
 305  910
 338 1007
  29   80
  61  177
  93  274
 126  371
 158  468
 190  565
 223  662
 255  759
 287  856
 320  953
  11   26
  43  123
  75  220
 108  317
 140  414
 172  511
 205  608
 237  705
 269  802
 302  899
 334  996
  25   69
  57  166
  90  263
 122  360
 154  457
 187  554
 219  651
 251  748
 284  845
 316  942
   7   15
  39  112
  72  209
 104  306
 136  403
 169  500
 201  597
 233  694
 266  791
 298  888
 330  985
  21   58
  54  155
  86  252
 118  349
 151  446
 183  543
 215  640
 248  737
 280  834
 312  931
   3    0
  36  101
  68  198
 100  295
 133  392
 165  489
 197  586
 230  683
 262  780
 294  877
 327  974
  18   47
  50  144
  82  241
 115  338
 147  435
 179  532
 212  629
 244  726
 276  823
 309  920
 341 1017
  32   90
  64  187
  97  284
 129  381
 161  478
 194  575
 226  672
 258  769
 291  866
 323  963
  14   36
  46  133
  79  230
 111  327
 143  424
 176  521
 208  618
 240  715
 273  812
 305  909
 337 1006
  28   79
  61  176
  93  273
 125  370
 158  467
 190  564
 222  661
 255  758
 287  855
 319  952
  10   25
  43  122
  75  219
 107  316
 140  413
 172  510
 204  607
 237  704
 269  801
 301  898
 334  995
  25   68
  57  165
  89  262
 122  359
 154  456
 186  553
 219  650
 251  747
 283  844
 316  941
   7   14
  39  111
  71  208
 104  305
 136  402
 168  499
 201  596
 233  693
 265  790
 298  887
 330  984
  21   57
  53  154
  86  251
 118  348
 150  445
 183  542
 215  639
 247  736
 280  833
 312  930
   2    3
  35  100
  68  197
 100  294
 132  391
 165  488
 197  585
 229  682
 262  779
 294  876
 326  973
  17   46
  50  143
  82  240
 114  337
 147  434
 179  531
 211  628
 244  725
 276  822
 308  919
 341 1016
  32   89
  64  186
  96  283
 129  380
 161  477
 193  574
 226  671
 258  768
 290  865
 323  962
  14   35
  46  132
  78  229
 111  326
 143  423
 175  520
 208  617
 240  714
 272  811
 305  908
 337 1005
  28   78
  60  175
  93  272
 125  369
 157  466
 190  563
 222  660
 254  757
 287  854
 319  951
  10   24
  42  121
  75  218
 107  315
 139  412
 172  509
 204  606
 236  703
 269  800
 301  897
 333  994
  24   67
  57  164
  89  261
 121  358
 154  455
 186  552
 218  649
 251  746
 283  843
 315  940
   6   13
  39  110
  71  207
 103  304
 136  401
 168  498
 200  595
 233  692
 265  789
 297  886
 330  983
  21   56
  53  153
  85  250
 118  347
 150  444
 182  541
 215  638
 247  735
 279  832
 312  929
   1    3
  35   99
  67  196
 100  293
 132  390
 164  487
 197  584
 229  681
 261  778
 294  875
 326  972
  17   45
  49  142
  82  239
 114  336
 146  433
 179  530
 211  627
 243  724
 276  821
 308  918
 340 1015
  31   88
  64  185
  96  282
 128  379
 161  476
 193  573
 225  670
 258  767
 290  864
 322  961
  13   34
  46  131
  78  228
 110  325
 143  422
 175  519
 207  616
 240  713
 272  810
 304  907
 337 1004
  28   77
  60  174
  92  271
 125  368
 157  465
 189  562
 222  659
 254  756
 286  853
 319  950
  10   23
  42  120
  74  217
 107  314
 139  411
 171  508
 204  605
 236  702
 268  799
 301  896
 333  993
  24   66
  56  163
  89  260
 121  357
 153  454
 186  551
 218  648
 250  745
 283  842
 315  939
   6   12
  38  109
  71  206
 103  303
 135  400
 168  497
 200  594
 232  691
 265  788
 297  885
 329  982
  20   55
  53  152
  85  249
 117  346
 150  443
 182  540
 214  637
 247  734
 279  831
 311  928
   0    2
  35   98
  67  195
  99  292
 132  389
 164  486
 196  583
 229  680
 261  777
 293  874
 326  971
  17   44
  49  141
  81  238
 114  335
 146  432
 178  529
 211  626
 243  723
 275  820
 308  917
 340 1014
  31   87
  63  184
  96  281
 128  378
 160  475
 193  572
 225  669
 257  766
 290  863
 322  960
  13   33
  45  130
  78  227
 110  324
 142  421
 175  518
 207  615
 239  712
 272  809
 304  906
 336 1003
  27   76
  60  173
  92  270
 124  367
 157  464
 189  561
 221  658
 254  755
 286  852
 318  949
   9   22
  42  119
  74  216
 106  313
 139  410
 171  507
 203  604
 236  701
 268  798
 300  895
 333  992
  24   65
  56  162
  88  259
 121  356
 153  453
 185  550
 218  647
 250  744
 282  841
 315  938
   6   11
  38  108
  70  205
 103  302
 135  399
 167  496
 200  593
 232  690
 264  787
 297  884
 329  981
  20   54
